claim_id,claim,evidence,label
1691,Sea level rise is now increasing faster than predicted due to unexpectedly rapid ice melting.,"This acceleration is due mostly to human-caused global warming, which is driving thermal expansion of seawater and the melting of land-based ice sheets and glaciers.",SUPPORTS
1691,Sea level rise is now increasing faster than predicted due to unexpectedly rapid ice melting.,"""Antarctica ice melt has accelerated by 280% in the last 4 decades"".",SUPPORTS
1691,Sea level rise is now increasing faster than predicted due to unexpectedly rapid ice melting.,"""Greenland's Coastal Ice Caps Have Melted Past The Point Of No Return"".",SUPPORTS
1691,Sea level rise is now increasing faster than predicted due to unexpectedly rapid ice melting.,"Under the influence of global warming, melt at the base of the ice sheet increases.",SUPPORTS
1692,"The oceans are warming and moreover are becoming more acidic, threatening the food chain.","Ocean acidification is the ongoing decrease in the pH of the Earth's oceans, caused by the uptake of carbon dioxide (CO 2) from the atmosphere.",SUPPORTS
1692,"The oceans are warming and moreover are becoming more acidic, threatening the food chain.",Ongoing acidification of the oceans may threaten future food chains linked with the oceans.,SUPPORTS
1692,"The oceans are warming and moreover are becoming more acidic, threatening the food chain.","With the production of CO2 from the burning of fossil fuels, oceans are becoming more acidic since CO2 dissolves in water and forms the acidic bicarbonate ion.",SUPPORTS
1692,"The oceans are warming and moreover are becoming more acidic, threatening the food chain.","""Rising Acidity Is Threatening Food Web of Oceans, Science Panel Says"".",SUPPORTS
1692,"The oceans are warming and moreover are becoming more acidic, threatening the food chain.","""Ocean Growing More Acidic Faster Than Once Thought; Increasing Acidity Threatens Sea Life"".",SUPPORTS
1700,Methane plays a minor role in global warming but could get much worse if permafrost starts to melt.,"""Methane release from melting permafrost could trigger dangerous global warming"".",SUPPORTS
1700,Methane plays a minor role in global warming but could get much worse if permafrost starts to melt.,"With rising global temperatures, the amount of permafrost melting and releasing methane continues to increase.",SUPPORTS
1700,Methane plays a minor role in global warming but could get much worse if permafrost starts to melt.,"Arctic amplification also causes methane to be released as permafrost melts, which is expected to surpass land use changes as the second strongest anthropogenic source of greenhouse gases by the end of the century.",SUPPORTS
1700,Methane plays a minor role in global warming but could get much worse if permafrost starts to melt.,"It is thought that permafrost thawing could exacerbate global warming by releasing methane and other hydrocarbons, which are powerful greenhouse gases.",SUPPORTS
1700,Methane plays a minor role in global warming but could get much worse if permafrost starts to melt.,"The consequence is thawing soil, which may be weaker, and release of methane, which contributes to an increased rate of global warming as part of a feedback loop.",SUPPORTS
1702,"CO2 levels are measured by hundreds of stations across the globe, all reporting the same trend.","The Integrated Carbon Observation System (ICOS) continuously releases data about CO 2 emissions, budget and concentration at individual observation stations.",SUPPORTS
1702,"CO2 levels are measured by hundreds of stations across the globe, all reporting the same trend.",Now measurements are made at many sites globally.,SUPPORTS
1702,"CO2 levels are measured by hundreds of stations across the globe, all reporting the same trend.","There are several surface measurement (including flasks and continuous in situ) networks including NOAA/ERSL, WDCGG, and RAMCES.",SUPPORTS
1702,"CO2 levels are measured by hundreds of stations across the globe, all reporting the same trend.","Concentrations also vary on a regional basis, most strongly near the ground with much smaller variations aloft.",SUPPORTS
1702,"CO2 levels are measured by hundreds of stations across the globe, all reporting the same trend.",Measured atmospheric concentrations of carbon dioxide are currently 100 ppm higher than pre-industrial levels.,SUPPORTS
1708,"The 'decline' refers to a decline in northern tree-rings, not global temperature, and is openly discussed in papers and the IPCC reports.","The implications of the decline are discussed in Chapter 2 of the IPCC Third Assessment Report, and in Chapter 6 of the 2007 IPCC Fourth Assessment Report (AR4) which describes discussion of various possible reasons for the divergence which does not affect all the trees, and says that there is no consensus about the cause.",SUPPORTS
1708,"The 'decline' refers to a decline in northern tree-rings, not global temperature, and is openly discussed in papers and the IPCC reports.","Several scientific sources state that the decline being referred to is a decline in tree ring climate proxy metrics, not temperature.",SUPPORTS
1708,"The 'decline' refers to a decline in northern tree-rings, not global temperature, and is openly discussed in papers and the IPCC reports.","The issues with tree rings had not been hidden, but were extensively discussed in scientific literature and in IPCC reports.",SUPPORTS
1708,"The 'decline' refers to a decline in northern tree-rings, not global temperature, and is openly discussed in papers and the IPCC reports.","This ""decline"" referred to the well-discussed tree-ring divergence problem, but these two phrases were taken out of context by global warming sceptics, including US Senator Jim Inhofe and former Governor of Alaska Sarah Palin, as though they referred to some decline in measured global temperatures, even though they were written when temperatures were at a record high.",SUPPORTS
1708,"The 'decline' refers to a decline in northern tree-rings, not global temperature, and is openly discussed in papers and the IPCC reports.","Scientific discussion takes place in journal articles that are peer-reviewed, which scientists subject to assessment every couple of years in the Intergovernmental Panel on Climate Change reports.",SUPPORTS
1712,The sun has not warmed since 1970 and so cannot be driving global warming.,"It is a major aspect of climate change, and has been demonstrated by the instrumental temperature record which shows global warming of around 1 °C since the pre-industrial period, although the bulk of this (0.9°C) has occurred since 1970.",SUPPORTS
1712,The sun has not warmed since 1970 and so cannot be driving global warming.,"Since the 1950s, droughts and heat waves have appeared simultaneously with increasing frequency.",SUPPORTS
1712,The sun has not warmed since 1970 and so cannot be driving global warming.,Multiple independently produced instrumental datasets confirm that the 2009–2018 decade was 0.93 ± 0.07 °C warmer than the pre-industrial baseline (1850–1900).,SUPPORTS
1712,The sun has not warmed since 1970 and so cannot be driving global warming.,"In the scientific literature, there is an overwhelming consensus that global surface temperatures have increased in recent decades and that the trend is caused mainly by human-induced emissions of greenhouse gases.",SUPPORTS
1712,The sun has not warmed since 1970 and so cannot be driving global warming.,"""Is the Sun causing global warming?"".",SUPPORTS
1715,"Theory, models and direct measurement confirm CO2 is currently the main driver of climate change.","Following Le Chatelier's principle, the chemical equilibrium of the Earth's carbon cycle will shift in response to anthropogenic CO2 emissions.",SUPPORTS
1715,"Theory, models and direct measurement confirm CO2 is currently the main driver of climate change.",It is a major aspect of climate change and has been demonstrated by direct temperature measurements and by measurements of various effects of the warming.,SUPPORTS
1715,"Theory, models and direct measurement confirm CO2 is currently the main driver of climate change.","In 1896, he published the first climate model of its kind, showing that halving of CO 2 could have produced the drop in temperature initiating the ice age.",SUPPORTS
1715,"Theory, models and direct measurement confirm CO2 is currently the main driver of climate change.","Scientists have determined that the major factors causing the current climate change are greenhouse gases, land use changes, and aerosols and soot.",SUPPORTS
1715,"Theory, models and direct measurement confirm CO2 is currently the main driver of climate change.",Models are typically used when it is either impossible or impractical to create experimental conditions in which scientists can directly measure outcomes.,SUPPORTS
1717,"If every nation agrees to limit CO2 emissions, we can achieve significant cuts on a global scale.",To cut carbon emissions by 25% below 2000 levels by 2020 if the world agrees to an ambitious global deal to stabilise levels of CO2e to 450 ppm or lower.,SUPPORTS
1717,"If every nation agrees to limit CO2 emissions, we can achieve significant cuts on a global scale.","To reduce emissions between 10% to 20% below 1990 levels by 2020 if a global agreement is secured that limits carbon dioxide equivalent (CO2e) to 450 ppm and temperature increases to 2 °C, effective rules on forestry, and New Zealand having access to international carbon markets.",SUPPORTS
1717,"If every nation agrees to limit CO2 emissions, we can achieve significant cuts on a global scale.","Cost-effective 2 °C scenarios project annual global greenhouse gas emissions to peak before the year 2020, with deep cuts in emissions thereafter, leading to a reduction in 2050 of 41% compared to 1990 levels.",SUPPORTS
1717,"If every nation agrees to limit CO2 emissions, we can achieve significant cuts on a global scale.","""Cut Global Emissions by 7.6 Percent Every Year for Next Decade to Meet 1.5°C Paris Target - UN Report"".",SUPPORTS
1717,"If every nation agrees to limit CO2 emissions, we can achieve significant cuts on a global scale.","To limit global temperature rise to 1.5 °C, the global annual emission reduction needed is 7.6% emissions reduction every year between 2020 and 2030.",SUPPORTS
1721,"Global sea level data shows that sea level rise has been increasing since 1880 while future sea level rise predictions are based on physics, not statistics.",Using different satellites from 1992 to 2017 shows melt is increasing significantly over this period.,SUPPORTS
1721,"Global sea level data shows that sea level rise has been increasing since 1880 while future sea level rise predictions are based on physics, not statistics.","For instance, Mercer published a study in 1978 predicting that anthropogenic carbon dioxide warming and its potential effects on climate in the 21st century could cause a sea level rise of around 5 metres (16 ft) from melting of the West Antarctic ice-sheet alone.",SUPPORTS
1721,"Global sea level data shows that sea level rise has been increasing since 1880 while future sea level rise predictions are based on physics, not statistics.","This network was used, in combination with satellite altimeter data, to establish that global mean sea-level rose 19.5 cm (7.7 in) between 1870 and 2004 at an average rate of about 1.44 mm/yr (1.7 mm/yr during the 20th century).",SUPPORTS
1721,"Global sea level data shows that sea level rise has been increasing since 1880 while future sea level rise predictions are based on physics, not statistics.",This is an important confirmation of climate change simulations which predicted that sea level rise would accelerate in response to global warming.,SUPPORTS
1721,"Global sea level data shows that sea level rise has been increasing since 1880 while future sea level rise predictions are based on physics, not statistics.","As climate research into past and present sea levels leads to improved computer models, projections have consistently increased.",SUPPORTS
1724,Lindzen and Choi’s paper is viewed as unacceptably flawed by other climate scientists.,"Judith Curry has said ""This is a completely unconvincing analysis"", whereas Naomi Oreskes said that the paper shows ""the vast majority of working [climate] research scientists are in agreement [on climate change]... Those who don't agree, are, unfortunately—and this is hard to say without sounding elitist—mostly either not actually climate researchers or not very productive researchers.""",SUPPORTS
1724,Lindzen and Choi’s paper is viewed as unacceptably flawed by other climate scientists.,It received considerable media coverage; 22 then- current or retired MIT professors promptly issued an open letter addressed to Trump saying that Lindzen’s petition doesn’t represent their views or those of the vast majority of other climate scientists.,SUPPORTS
1724,Lindzen and Choi’s paper is viewed as unacceptably flawed by other climate scientists.,"This claim was criticized by climatologist Gavin Schmidt, Director of NASA's Goddard Institute for Space Studies, who notes the more generally-accepted understanding of the effects of the Iris effect and cites empirical cases where large and relatively rapid changes in the climate such as El Niño events, the Ultra-Plinian eruption of Mount Pinatubo in 1991, and recent trends in global temperature and water vapor levels to show that, as predicted in the generally-accepted view, water vapor increases as the temperature increases, and decreases as temperatures decrease.",SUPPORTS
1724,Lindzen and Choi’s paper is viewed as unacceptably flawed by other climate scientists.,Lindzen and Choi revised their paper and submitted it to PNAS.,SUPPORTS
1724,Lindzen and Choi’s paper is viewed as unacceptably flawed by other climate scientists.,"Andrew Dessler published a paper which found errors in Lindzen and Choi 2011, and concluded that the observations it had presented ""are not in fundamental disagreement with mainstream climate models, nor do they provide evidence that clouds are causing climate change.",SUPPORTS
1725,The iris hypothesis has not withstood the test of time - subsequent research,"Wason accepted falsificationism, according to which a scientific test of a hypothesis is a serious attempt to falsify it.",NOT_ENOUGH_INFO
1725,The iris hypothesis has not withstood the test of time - subsequent research,"Current research cannot ascertain whether the extinctions occurred prior to, or during, the boundary interval.",NOT_ENOUGH_INFO
1725,The iris hypothesis has not withstood the test of time - subsequent research,"""A scientific hypothesis is tested to absolute destruction, but medicine can't wait.",NOT_ENOUGH_INFO
1725,The iris hypothesis has not withstood the test of time - subsequent research,"Mathematics portal Binary classification Detection theory Egon Pearson Ethics in mathematics False positive paradox Family-wise error rate Information retrieval performance measures Neyman–Pearson lemma Null hypothesis Probability of a hypothesis for Bayesian inference Precision and recall Prosecutor's fallacy Prozone phenomenon Receiver operating characteristic Sensitivity and specificity Statisticians' and engineers' cross-reference of statistical terms Testing hypotheses suggested by the data Type III error ""Explorable - Think Outside The Box - Research, Experiments, Psychology, Self-Help"".",NOT_ENOUGH_INFO
1725,The iris hypothesis has not withstood the test of time - subsequent research,The results of such testing determine whether a particular set of results agrees reasonably (or does not agree) with the speculated hypothesis.,NOT_ENOUGH_INFO
1729,"A large amount of warming is delayed, and if we don’t act now we could pass tipping points.","Climate change may cross tipping points where elements of the climate system may 'tip' from one stable state to another stable state, much like a glass tipping over.",SUPPORTS
1729,"A large amount of warming is delayed, and if we don’t act now we could pass tipping points.","A concern is that self-reinforcing feedbacks will lead to a tipping point, where global temperatures transition to a hothouse climate state even if greenhouse gas emissions are reduced or eliminated.",SUPPORTS
1729,"A large amount of warming is delayed, and if we don’t act now we could pass tipping points.",Both the Greenland ice sheet and Antarctica have tipping points for warming levels that could be reached before the end of the 21st century.,SUPPORTS
1729,"A large amount of warming is delayed, and if we don’t act now we could pass tipping points.",Quantifying the exact temperature change for which this tipping point is crossed remains controversial.,SUPPORTS
1729,"A large amount of warming is delayed, and if we don’t act now we could pass tipping points.","""A tipping point in refreezing accelerates mass loss of Greenland's glaciers and ice caps"".",SUPPORTS
1734,Jim Hansen had several possible scenarios; his mid-level scenario B was right.,"They described the intermediate scenario as the most likely, and that real-world greenhouse gas forcing had been closest to this scenario.",NOT_ENOUGH_INFO
1734,Jim Hansen had several possible scenarios; his mid-level scenario B was right.,"In 2000 Hansen authored a paper called ""Global warming in the twenty-first century: an alternative scenario"" in which he presented a more optimistic way of dealing with global warming, focusing on non-CO2 gases and black carbon in the short run, giving more time to make reductions in fossil fuel emissions.",NOT_ENOUGH_INFO
1734,Jim Hansen had several possible scenarios; his mid-level scenario B was right.,"They described a business-as-usual scenario, which has greenhouse gases growing at approximately 2% per year; and an alternate scenario, in which greenhouse gases concentrations decline.",NOT_ENOUGH_INFO
1734,Jim Hansen had several possible scenarios; his mid-level scenario B was right.,An alternate scenario would keep the warming to below this if climate sensitivity were below 3 °C for doubled CO 2.,NOT_ENOUGH_INFO
1734,Jim Hansen had several possible scenarios; his mid-level scenario B was right.,How do we know if we have the right scenarios?,NOT_ENOUGH_INFO
1741,"Volcanoes have had no warming effect in recent global warming - if anything, a cooling effect.",The greenhouse effect is the process by which radiation from a planet's atmosphere warms the planet's surface to a temperature above what it would be without this atmosphere.,NOT_ENOUGH_INFO
1741,"Volcanoes have had no warming effect in recent global warming - if anything, a cooling effect.","The reflection of energy into space resulted in a global cooling, triggering the Pleistocene Ice Age.",NOT_ENOUGH_INFO
1741,"Volcanoes have had no warming effect in recent global warming - if anything, a cooling effect.","This cooling had contributed towards the recent Global warming hiatus in surface temperatures, and would change to enhanced surface warming in the next phase of the oscillation.",NOT_ENOUGH_INFO
1741,"Volcanoes have had no warming effect in recent global warming - if anything, a cooling effect.","Impact winter Laki, 1783 eruption of an Icelandic volcano which produced continentally localized cooling for 1–2 years.",NOT_ENOUGH_INFO
1741,"Volcanoes have had no warming effect in recent global warming - if anything, a cooling effect.","The 1815 eruption of Mount Tambora created global climate anomalies that became known as the ""Year Without a Summer"" because of the effect on North American and European weather.",NOT_ENOUGH_INFO
1743,"Arctic sea ice has shrunk by an area equal to Western Australia, and summer or multi-year sea ice might be all gone within a decade.",Research shows that the Arctic may become ice-free in the summer for the first time in human history by 2040.,SUPPORTS
1743,"Arctic sea ice has shrunk by an area equal to Western Australia, and summer or multi-year sea ice might be all gone within a decade.",The summer shrinking of the ice has been quoted at 50%.,SUPPORTS
1743,"Arctic sea ice has shrunk by an area equal to Western Australia, and summer or multi-year sea ice might be all gone within a decade.","Sometime during the 21st century, sea ice may effectively cease to exist during the summer.",SUPPORTS
1743,"Arctic sea ice has shrunk by an area equal to Western Australia, and summer or multi-year sea ice might be all gone within a decade.","""Some of the models suggest that there is a 75 percent chance that the entire north polar ice cap during some of the summer months will be completely ice-free within the next five to seven years,"" Gore said.",SUPPORTS
1743,"Arctic sea ice has shrunk by an area equal to Western Australia, and summer or multi-year sea ice might be all gone within a decade.",About half of the analyzed models show near-complete to complete sea ice loss in September by the year 2100.,SUPPORTS
1744,The claim sea level isn’t rising is based on blatantly doctored graphs contradicted by observations.,The mid-points of the sea level rise estimates are within ±10% of those from the TAR; but the range has narrowed.,SUPPORTS
1744,The claim sea level isn’t rising is based on blatantly doctored graphs contradicted by observations.,"The current rise in sea level observed from tide gauges, of about 1.8 mm/yr, is within the estimate range from the combination of factors above, but active research continues in this field.",SUPPORTS
1744,The claim sea level isn’t rising is based on blatantly doctored graphs contradicted by observations.,"Semi-empirical sea level models rely on statistical techniques, using relationships between observed (contributions to) global mean sea level and global mean temperature.",SUPPORTS
1744,The claim sea level isn’t rising is based on blatantly doctored graphs contradicted by observations.,"For instance, Mercer published a study in 1978 predicting that anthropogenic carbon dioxide warming and its potential effects on climate in the 21st century could cause a sea level rise of around 5 metres (16 ft) from melting of the West Antarctic ice-sheet alone.",SUPPORTS
1744,The claim sea level isn’t rising is based on blatantly doctored graphs contradicted by observations.,Their sea-level curve was based on seismic and biostratigraphic data accumulated during petroleum exploration.,SUPPORTS
1745,The IPCC simply updated their temperature history graphs to show the best data available at the time.,"This decadal summer temperature reconstruction, together with a separate curve plotting instrumental thermometer data from the 1850s onwards, was featured as Figure 3.20 in the IPCC Second Assessment Report (SAR) of 1996.",NOT_ENOUGH_INFO
1745,The IPCC simply updated their temperature history graphs to show the best data available at the time.,"They judge that global mean surface air temperature has increased by 0.3 to 0.6 °C over the last 100 years, broadly consistent with prediction of climate models, but also of the same magnitude as natural climate variability.",NOT_ENOUGH_INFO
1745,The IPCC simply updated their temperature history graphs to show the best data available at the time.,"This graph extended the similar graph in Figure 3.20 from the IPCC Second Assessment Report of 1995, and differed from a schematic in the first assessment report that lacked temperature units, but appeared to depict larger global temperature variations over the past 1000 years, and higher temperatures during the Medieval Warm Period than the mid 20th century.",NOT_ENOUGH_INFO
1745,The IPCC simply updated their temperature history graphs to show the best data available at the time.,"These studies were widely presented as demonstrating that the current warming period is exceptional in comparison to temperatures between 1000 and 1900, and the MBH99 based graph featured in publicity.",NOT_ENOUGH_INFO
1745,The IPCC simply updated their temperature history graphs to show the best data available at the time.,"This was the basis of a ""schematic diagram"" featured in the IPCC First Assessment Report beside cautions that the medieval warming might not have been global.",NOT_ENOUGH_INFO
1747,An independent inquiry found CRU is a small research unit with limited resources and their rigour and honesty are not in doubt.,"The Science and Technology Select Committee inquiry reported on 31 March 2010 that it had found that ""the scientific reputation of Professor Jones and CRU remains intact"".",SUPPORTS
1747,An independent inquiry found CRU is a small research unit with limited resources and their rigour and honesty are not in doubt.,"Describing its report as ""hugely positive"", he stated that ""it is especially important that, despite a deluge of allegations and smears against the CRU, this independent group of utterly reputable scientists have concluded that there was no evidence of any scientific malpractice.""",SUPPORTS
1747,An independent inquiry found CRU is a small research unit with limited resources and their rigour and honesty are not in doubt.,"The ""rigour and honesty"" of the scientists at the Climatic Research Unit were found not to be in doubt.",SUPPORTS
1747,An independent inquiry found CRU is a small research unit with limited resources and their rigour and honesty are not in doubt.,"The panel did not seek to evaluate the science itself, but rather whether ""the conclusions [reached by the CRU] represented an honest and scientifically justified interpretation of the data"".",SUPPORTS
1747,An independent inquiry found CRU is a small research unit with limited resources and their rigour and honesty are not in doubt.,Intellectual rigour is a subset of intellectual honesty—a practice of thought in which ones convictions are kept in proportion to valid evidence.,SUPPORTS
1751,"Benny Peiser, the Oreskes critic, retracted his criticism.","One of his main points of criticism is that the vast majority of the abstracts referred to in the study do not mention anthropogenic climate change, and only 13 of the 928 abstracts explicitly endorse what Oreskes called the ""consensus view"".",SUPPORTS
1751,"Benny Peiser, the Oreskes critic, retracted his criticism.","Peiser later admitted that it was a mistake to include one of the papers in his survey and said that his main criticism of Oreskes' essay its ""claim of a unanimous consensus on anthropogenic global warming (APG) (as opposed to a majority consensus) is tenuous"" and that it still was valid.",SUPPORTS
1751,"Benny Peiser, the Oreskes critic, retracted his criticism.","In a 2006, letter to Australia's Media Watch, Peiser explained that he had retracted 97% of his original critique and elaborated on some of his comments: ""I do not think anyone is questioning that we are in a period of global warming.",SUPPORTS
1751,"Benny Peiser, the Oreskes critic, retracted his criticism.","Well when we first contacted him two weeks ago he told us..."" ""Only [a] few abstracts explicitly reject or doubt the AGW (anthropogenic global warming) consensus which is why I have publicly withdrawn this point of my critique.""",SUPPORTS
1751,"Benny Peiser, the Oreskes critic, retracted his criticism.","Oreskes' 2004 ""Beyond the Ivory Tower"" essay was challenged by British social anthropologist Benny Peiser, who eventually retracted his challenge, admitting he had only found one paper rejecting anthropogenic climate change, published by American Association of Petroleum Geologists (see also Benny Peiser § Objections to Oreskes essay).",SUPPORTS
1753,"Trenberth is talking about the details of energy flow, not whether global warming is happening.","The ENSO is considered to be a potential tipping element in Earth's climate and, under the global warming, can enhance or alternate regional climate extreme events through a strengthened teleconnection.",REFUTES
1753,"Trenberth is talking about the details of energy flow, not whether global warming is happening.","""Shifts in ENSO coupling processes under global warming"".",REFUTES
1753,"Trenberth is talking about the details of energy flow, not whether global warming is happening.","There has been no upward trend in the amount of the Sun's energy reaching the Earth, so it cannot be responsible for the current warming.",REFUTES
1753,"Trenberth is talking about the details of energy flow, not whether global warming is happening.","In an interview, Trenberth said, ""The planet is warming"", but ""the warmth just isn't being manifested at the surface.""",REFUTES
1753,"Trenberth is talking about the details of energy flow, not whether global warming is happening.","In a 2009 paper, ""An imperative for climate change planning: tracking Earth's global energy"", Trenberth discussed the distribution of heat and how it was affected by climate forcing, including greenhouse gas changes.",REFUTES
1756,"Melting ice leads to more sunlight being absorbed by water, thus heating the Arctic.","The Arctic gradually loses snow and ice, bare rock and water absorb more and more of the sun's energy, making the Arctic even warmer.",SUPPORTS
1756,"Melting ice leads to more sunlight being absorbed by water, thus heating the Arctic.","Arctic Sea ice melts in the summer, and more of the sun is being absorbed by the ocean.",SUPPORTS
1756,"Melting ice leads to more sunlight being absorbed by water, thus heating the Arctic.",The fast rate of the sea ice melting is resulting in the oceans absorbing and heating up the Arctic.,SUPPORTS
1756,"Melting ice leads to more sunlight being absorbed by water, thus heating the Arctic.","The primary cause of this phenomenon is ice-albedo feedback, where by melting ice uncovers darker land or ocean beneath, which then absorbs more sunlight, causing more heating.",SUPPORTS
1756,"Melting ice leads to more sunlight being absorbed by water, thus heating the Arctic.","Not only does this increase the absorption of sunlight, it also increases melting and sea level rise.",SUPPORTS
1758,Temperature errors in the Great Lakes region are not used in any global temperature records.,[citation needed] This variation in temperature makes the lake seasonally stratigraphic.,NOT_ENOUGH_INFO
1758,Temperature errors in the Great Lakes region are not used in any global temperature records.,The Siple Dome (SD) had a climate event with an onset time that is coincident with that of the Little Ice Age in the North Atlantic based on a correlation with the GISP2 record.,NOT_ENOUGH_INFO
1758,Temperature errors in the Great Lakes region are not used in any global temperature records.,"This trend could be extrapolated to continue into the future, possibly leading to a full ice age, but the twentieth-century instrumental temperature record shows a sudden reversal of this trend, with a rise in global temperatures attributed to greenhouse gas emissions.",NOT_ENOUGH_INFO
1758,Temperature errors in the Great Lakes region are not used in any global temperature records.,This is evident from temperature measurements in boreholes in North America and Europe.,NOT_ENOUGH_INFO
1758,Temperature errors in the Great Lakes region are not used in any global temperature records.,"As a result, the modern global record of precipitation largely depends on satellite observations.",NOT_ENOUGH_INFO
1765,That humans are causing the rise in atmospheric CO2 is confirmed by multiple isotopic analyses.,"While CO 2 absorption and release is always happening as a result of natural processes, the recent rise in CO 2 levels in the atmosphere is known to be mainly due to human (anthropogenic) activity.",SUPPORTS
1765,That humans are causing the rise in atmospheric CO2 is confirmed by multiple isotopic analyses.,"Increases in atmospheric concentrations of CO 2 and other long-lived greenhouse gases such as methane, nitrous oxide and ozone have correspondingly strengthened their absorption and emission of infrared radiation, causing the rise in average global temperature since the mid-20th century.",SUPPORTS
1765,That humans are causing the rise in atmospheric CO2 is confirmed by multiple isotopic analyses.,"Analysis of carbon isotopes in atmospheric CO 2 shows that the recent observed CO 2 increase cannot have come from the oceans, volcanoes, or the biosphere, and thus is not a response to rising temperatures as would be required if the same processes creating past lags were active now.",SUPPORTS
1765,That humans are causing the rise in atmospheric CO2 is confirmed by multiple isotopic analyses.,"Higher atmospheric CO2 concentrations have led to an increase in dissolved CO2, which causes ocean acidification.",SUPPORTS
1765,That humans are causing the rise in atmospheric CO2 is confirmed by multiple isotopic analyses.,Global anthropogenic greenhouse gas emissions in 2010 were equivalent to 49 billion tonnes of carbon dioxide (using the most recent global warming potentials over 100 years from the AR5 report).,SUPPORTS
1769,"CO2 levels are rising so fast that unless we decrease emissions, global warming will accelerate this century.","Since the Industrial Revolution anthropogenic emissions – primarily from use of fossil fuels and deforestation – have rapidly increased its concentration in the atmosphere, leading to global warming.",SUPPORTS
1769,"CO2 levels are rising so fast that unless we decrease emissions, global warming will accelerate this century.","Between 1993 and 2017, the global mean sea level rose on average by 3.1 ± 0.3 mm per year, with an acceleration detected as well.",SUPPORTS
1769,"CO2 levels are rising so fast that unless we decrease emissions, global warming will accelerate this century.",CO2 emissions are continuing to rise due to the burning of fossil fuels and land-use change.,SUPPORTS
1769,"CO2 levels are rising so fast that unless we decrease emissions, global warming will accelerate this century.","In some scenarios emissions continue to rise over the century, while others have reduced emissions.",SUPPORTS
1769,"CO2 levels are rising so fast that unless we decrease emissions, global warming will accelerate this century.","To keep warming below 2 °C, more stringent emission reductions in the near-term would allow for less rapid reductions after 2030.",SUPPORTS
1774,"The CERN CLOUD experiment only tested one-third of one out of four requirements necessary to blame global warming on cosmic rays, and two of the other requirements have already failed.",(2009): The CLOUD experiments at CERN are interesting research but do not provide conclusive evidence that cosmic rays can serve as a major source of cloud seeding.,SUPPORTS
1774,"The CERN CLOUD experiment only tested one-third of one out of four requirements necessary to blame global warming on cosmic rays, and two of the other requirements have already failed.","This result does not support the hypothesis that cosmic rays significantly affect climate, although a CERN press release states that neither does it ""rule out a role for cosmic radiation"" in climate.",SUPPORTS
1774,"The CERN CLOUD experiment only tested one-third of one out of four requirements necessary to blame global warming on cosmic rays, and two of the other requirements have already failed.","Although its design is optimised to address the cosmic ray question, (as posed by Henrik Svensmark and colleagues in 1997) CLOUD allows as well to measure aerosol nucleation and growth under controlled laboratory conditions.",SUPPORTS
1774,"The CERN CLOUD experiment only tested one-third of one out of four requirements necessary to blame global warming on cosmic rays, and two of the other requirements have already failed.","Although they observe that a fraction of cloud nuclei is effectively produced by ionisation due to the interaction of cosmic rays with the constituents of Earth atmosphere, this process is insufficient to attribute all of the present climate modifications to the fluctuations of the cosmic rays intensity modulated by changes in the solar activity and Earth magnetosphere.",SUPPORTS
1774,"The CERN CLOUD experiment only tested one-third of one out of four requirements necessary to blame global warming on cosmic rays, and two of the other requirements have already failed.","To test the hypothesis, CERN designed the CLOUD experiment, which showed the effect of cosmic rays is too weak to influence climate noticeably.",SUPPORTS
1776,"If anyone claims to be part of the 97 percent, it means they disagree with the contrarian argument that humans are having a minimal impact on global warming.","""Climate change skepticism"" and ""climate change denial"" refer to denial, dismissal or unwarranted doubt of the scientific consensus on the rate and extent of global warming, its significance, or its connection to human behavior, in whole or in part.",SUPPORTS
1776,"If anyone claims to be part of the 97 percent, it means they disagree with the contrarian argument that humans are having a minimal impact on global warming.","Although the figure is less than in earlier polls, 39 percent of those asked say there is ""a lot of disagreement among climate scientists"" on the basic question of whether the planet is warming; 42 percent say there is a lot of disagreement that human activities are a major cause of global warming.",SUPPORTS
1776,"If anyone claims to be part of the 97 percent, it means they disagree with the contrarian argument that humans are having a minimal impact on global warming.","Among papers expressing a position on AGW, an overwhelming percentage (97.2% based on self-ratings, 97.1% based on abstract ratings) endorses the scientific consensus on AGW.",SUPPORTS
1776,"If anyone claims to be part of the 97 percent, it means they disagree with the contrarian argument that humans are having a minimal impact on global warming.","The authors found that 3974 of the abstracts expressed a position on anthropogenic global warming, and that 97.1% of those endorsed the consensus that humans are causing global warming.",SUPPORTS
1776,"If anyone claims to be part of the 97 percent, it means they disagree with the contrarian argument that humans are having a minimal impact on global warming.","In a 2019 CBS poll, 64% of the US population said that climate change is a ""crisis"" or a ""serious problem"", with 44% saying human activity was a significant contributor.",SUPPORTS
1784,"Many lines of evidence, including simple accounting, demonstrate beyond a shadow of a doubt that the increase in atmospheric CO2 is due to human fossil fuel burning.","While CO 2 absorption and release is always happening as a result of natural processes, the recent rise in CO 2 levels in the atmosphere is known to be mainly due to human (anthropogenic) activity.",SUPPORTS
1784,"Many lines of evidence, including simple accounting, demonstrate beyond a shadow of a doubt that the increase in atmospheric CO2 is due to human fossil fuel burning.",The sharp acceleration in CO 2 emissions since 2000 to more than a 3% increase per year (more than 2 ppm per year) from 1.1% per year during the 1990s is attributable to the lapse of formerly declining trends in carbon intensity of both developing and developed nations.,SUPPORTS
